weight,id,property_id,listing_id,parcel_number,street_address,city_name,postal_code,county_name,contract_date,sale_age,coe_date,listing_status,sale_price,rent,list_price,original_list_price,living_sqft,beds_total,baths_total,lot_size,area_id,area_text,age,year_built,latitude,longitude,latitude6,longitude6,garage_spaces,fp_count,no_of_stories,style,view,days_on_market,listing_date,sale_concessions
1,291,930620216,AN30699187,489-828-91,1200 Amber Hills Way,Valleybrook,93710,Madera,5/3/24,607,5/13/24,Sold,1014000,2357,1081000,1079000,1315,2,2,1480,461,Valleybrook Downtown,46,1980,37.718,-121.431,37.7184085,-121.4313989,2,,,,Neighborhood,39,3/25/24,0
1,292,935372528,AN58033697,832-275-35,863 Falcon Ridge Drive,Valleybrook,93711,Madera,5/3/24,607,5/31/24,Sold,1070000,2378,1427000,1356000,710,2,1,4512,465,Eastside Terrace,114,1910,37.722,-121.44,37.7224734,-121.4399571,1,,,,,24,4/9/24,0
1,293,961707170,AN20450542,982-420-83,1117 Wren Court,Valleybrook,93710,Madera,5/2/24,608,5/30/24,Sold,2514000,6115,2185000,2216000,1850,2,2,6721,467,Heritage Gate,86,1938,37.728,-121.455,37.7284847,-121.4551703,2,,,,,37,3/26/24,0
1,294,937877483,AN14185545,340-542-99,1454 Morning Star Drive,Valleybrook,93710,Madera,5/2/24,608,5/23/24,Sold,3258000,7795,3022000,3037000,2830,4,2,5800,466,Creekview Estates,100,1928,37.718,-121.465,37.7180165,-121.4647117,1,,,,,38,3/25/24,0
1,295,908550910,AN90982133,600-127-33,1564 Hazel Ridge Way,Valleybrook,93711,Madera,4/30/24,610,5/7/24,Sold,5361000,12330,5528000,5358000,3340,5,4.5,7475,460,Central Park,20,2007,37.711,-121.43,37.7106808,-121.4296627,2,,,,,24,4/6/24,0
1,296,994959366,AN43435196,794-723-63,1690 Deer Trail Lane,Valleybrook,93712,Madera,4/30/24,610,5/21/24,Sold,2844000,7853,2451000,2572000,2210,4,2,7510,472,Mill Creek Estates,60,1965,37.716,-121.482,37.7161972,-121.4824651,2,,,,,20,4/10/24,0
1,297,968870570,AN97470361,872-466-49,1538 Bear Creek Road,Valleybrook,93713,Madera,4/25/24,615,5/30/24,Sold,2769000,8136,2456000,2398000,1900,3,2,6103,466,Creekview Estates,99,1928,37.724,-121.464,37.7237871,-121.4642202,2,,,,,22,4/3/24,0
1,298,932301683,AN37659807,168-203-86,1202 Willow Springs Drive,Valleybrook,93710,Madera,4/24/24,616,5/7/24,Sold,1459000,3695,1122000,1129000,1110,3,1,4292,465,Eastside Terrace,111,1913,37.723,-121.443,37.7230665,-121.4433806,1,,,,,40,3/15/24,0
1,299,967034462,AN52467541,216-911-96,1834 Buckeye Drive,Valleybrook,93711,Madera,4/24/24,616,5/29/24,Sold,1526000,4338,1590000,1541000,1460,3,2,1573,472,Mill Creek Estates,14,2014,37.731,-121.47,37.7311415,-121.4699263,2,,One Story,Contemporary,Forest / Woods,34,3/21/24,0
1,300,904386856,AN27915825,398-963-56,715 Hawk Ridge Road,Valleybrook,93711,Madera,4/20/24,620,6/28/24,Sold,2501000,6968,2398000,2367000,2255,4,2.5,1225,464,Garden District,2,2020,37.721,-121.434,37.7213689,-121.4338917,2,,,Farm House,,0,4/20/24,0
1,301,977897778,AN17264306,970-826-48,1627 Redwood Terrace,Valleybrook,93712,Madera,4/18/24,622,5/8/24,Sold,1995000,4053,1960000,1956000,1120,2,2,5249,469,Village Square,82,1941,37.73,-121.462,37.7299056,-121.4618974,2,,,,,27,3/22/24,0
1,302,943360807,AN31288466,744-845-15,1423 Sunset Ridge Road,Valleybrook,93712,Madera,4/12/24,628,4/30/24,Sold,5682000,12472,6218000,5669000,5952,4,3.5,23325,465,Eastside Terrace,124,1900,37.72,-121.444,37.7201888,-121.4441806,5,,,Craftsman,,2,4/10/24,0
1,303,921602928,AN19041276,356-200-35,1348 Acacia Court,Valleybrook,93710,Madera,4/11/24,629,5/6/24,Sold,2230000,6022,2293000,2272000,1140,2,1,5990,466,Creekview Estates,97,1926,37.724,-121.455,37.723809,-121.4552742,1,,,,,0,4/11/24,0
1,304,918814949,AN66623995,287-385-69,1034 Rolling Hills Lane,Valleybrook,93713,Madera,4/10/24,630,4/30/24,Sold,2561000,6711,2961000,2878000,3040,4,4,5976,466,Creekview Estates,86,1939,37.72,-121.447,37.7199125,-121.446536,1,,,,None,25,3/16/24,0
1,305,962682989,AN17270733,789-769-92,1018 Ironwood Avenue,Valleybrook,93713,Madera,4/2/24,638,4/19/24,Sold,1005000,2884,1092000,1087000,1045,2,2,1000,465,Eastside Terrace,33,1990,37.724,-121.444,37.7237657,-121.4439295,2,,,,,40,2/22/24,0
1,306,946189726,AN12662253,521-224-54,1407 Hawk Ridge Road,Valleybrook,93712,Madera,3/27/24,644,4/10/24,Sold,2504000,6544,2362000,2256000,1820,3,2,6013,467,Heritage Gate,104,1920,37.726,-121.453,37.7264602,-121.4534966,1,,,Bungalow,Neighborhood,28,2/28/24,0
1,307,930851360,AN34580812,136-581-43,1495 Sparrow Creek Road,Valleybrook,93710,Madera,3/27/24,644,4/8/24,Sold,1372000,3478,1295000,1268000,1289,2,2,1190,461,Valleybrook Downtown,49,1977,37.717,-121.437,37.7166623,-121.436953,2,,,,,8,3/19/24,0
1,308,957529530,AN81199906,442-714-33,1821 Falcon Ridge Drive,Valleybrook,93711,Madera,3/21/24,650,4/24/24,Sold,2679000,7486,2643000,2727000,2260,4,3.5,,472,Mill Creek Estates,69,1958,37.724,-121.474,37.723544,-121.473857,2,,One Story,Contemporary,,23,2/27/24,0
1,309,977207907,AN49334559,349-436-41,2313 Sunset Ridge Road,Valleybrook,93711,Madera,3/21/24,650,4/15/24,Sold,2967000,7806,2649000,2533000,2020,3,2.5,5980,466,Creekview Estates,87,1938,37.719,-121.46,37.7192647,-121.4599731,2,,,,,16,3/5/24,0
1,310,972144402,AN99133246,945-323-41,112 Falcon Ridge Drive,Valleybrook,93713,Madera,3/20/24,651,4/10/24,Sold,2375000,6732,2010000,2033000,2850,4,3,7490,462,Riverside,100,1927,37.718,-121.422,37.7184395,-121.4221934,2,,,,,6,3/14/24,0
1,311,948762794,AN78865239,920-867-96,1118 Manzanita Road,Valleybrook,93713,Madera,3/17/24,654,4/2/24,Sold,1558000,4364,1215000,1276000,1340,2,1,5396,467,Heritage Gate,100,1922,37.726,-121.45,37.7258914,-121.4500989,1,,,,,23,2/23/24,0
1,312,971016525,AN43744231,666-981-11,1020 Redwood Terrace,Valleybrook,93713,Madera,3/15/24,656,3/15/24,Sold,4448000,13138,4298000,4502000,3300,4,4.5,6256,466,Creekview Estates,99,1924,37.718,-121.449,37.718214,-121.4488843,2,,,,,20,2/24/24,0
1,313,974804948,AN81532887,836-221-33,1435 Hazel Ridge Way,Valleybrook,93710,Madera,3/14/24,657,4/15/24,Sold,2878000,8321,2760000,2736000,1992,4,2.5,4015,465,Eastside Terrace,14,2012,37.72,-121.445,37.7201276,-121.4447334,1,,,,,4,3/10/24,0
1,314,907297089,AN96950282,741-335-82,446 Granite Peak Lane,Valleybrook,93713,Madera,3/13/24,658,4/12/24,Sold,4196000,10165,4080000,3930000,2817,3,2.5,5997,463,Grove Manor,87,1935,37.723,-121.428,37.723115,-121.428401,1,,,"Farm House,Modern / High Tech",Neighborhood,7,3/6/24,0
1,315,900344303,AN47962005,843-405-85,1109 Sunset Ridge Road,Valleybrook,93712,Madera,3/12/24,659,4/9/24,Sold,2160000,4614,2216000,2042000,2676,4,2,4615,465,Eastside Terrace,89,1937,37.723,-121.446,37.723218,-121.4459215,1,,,Spanish,,2,3/10/24,0
1,316,905631183,AN84277127,834-333-17,2304 Cottonwood Lane,Valleybrook,93712,Madera,3/12/24,659,4/22/24,Sold,2568000,7653,2574000,2571000,1800,3,1,5315,466,Creekview Estates,98,1927,37.722,-121.463,37.7218904,-121.4625781,2,,,,,34,2/7/24,0
1,317,944958564,AN46282557,373-921-22,1481 Rolling Hills Lane,Valleybrook,93712,Madera,3/11/24,660,3/11/24,Sold,2857000,7199,2915000,2893000,2390,3,2.5,5809,466,Creekview Estates,73,1953,37.718,-121.465,37.7183792,-121.4645925,2,,,,,30,2/10/24,0
1,318,934448045,AN24500158,837-101-16,1315 Willow Springs Drive,Valleybrook,93712,Madera,3/7/24,664,3/25/24,Sold,2227000,5384,1824000,1850000,1300,3,1,4993,467,Heritage Gate,89,1937,37.726,-121.453,37.7260013,-121.4527277,2,,,,,14,2/22/24,0
1,319,915803092,AN59857504,412-483-48,1533 Oak Valley Drive,Valleybrook,93711,Madera,3/6/24,665,3/28/24,Sold,1877000,4434,2126000,2141000,1400,3,2,5347,460,Central Park,69,1954,37.712,-121.428,37.7116874,-121.4275539,2,,,Ranch,,8,2/27/24,0
1,320,933802725,AN21028439,573-994-15,806 Cherry Blossom Drive,Valleybrook,93712,Madera,3/4/24,667,3/29/24,Sold,1325000,3075,1283000,1337000,1240,2,1,3996,462,Riverside,95,1930,37.716,-121.421,37.7163672,-121.4209674,0,,,Mediterranean,Neighborhood,39,1/25/24,0
1,321,957136758,AN20402470,484-230-11,2553 Summit View Road,Valleybrook,93710,Madera,3/3/24,668,4/4/24,Sold,5158000,13936,5785000,5586000,3409,4,3.5,16240,470,Vista Park,68,1956,37.722,-121.47,37.7218267,-121.4696396,2,,,Custom,Neighborhood,10,2/22/24,0
1,322,938605090,AN20607151,454-552-93,1144 Wild Rose Way,Valleybrook,93710,Madera,3/1/24,670,3/1/24,Sold,4065000,11828,4120000,,2980,4,4,6019,466,Creekview Estates,86,1941,37.719,-121.451,37.7193949,-121.4510049,2,,,Traditional,Neighborhood,10,2/20/24,0
1,323,976178952,AN14323017,242-257-52,1572 Cypress Point Drive,Valleybrook,93710,Madera,2/29/24,671,3/15/24,Sold,2833000,7221,2646000,2664000,2320,4,3.5,10238,466,Creekview Estates,58,1967,37.726,-121.462,37.725609,-121.4621531,0,,,,,3,2/26/24,0
1,324,965987111,AN19393216,297-153-91,1609 Summit View Road,Valleybrook,93710,Madera,2/29/24,671,3/7/24,Sold,3629000,7268,3179000,3028000,2375,4,3,5498,470,Vista Park,79,1947,37.726,-121.465,37.7259191,-121.4647322,2,,,,,14,2/15/24,0
1,325,925020518,AN36692577,612-568-81,1418 Walnut Creek Court,Valleybrook,93710,Madera,2/28/24,672,3/13/24,Sold,3590000,10512,3108000,3151000,2516,4,3,5803,466,Creekview Estates,97,1929,37.718,-121.464,37.7175673,-121.4639062,0,,,,,2,2/26/24,0
1,326,974317731,AN88399260,424-880-38,546 Amber Hills Way,Valleybrook,93710,Madera,2/28/24,672,3/12/24,Sold,1201000,2902,1221000,1180000,1278,2,2,1236,461,Valleybrook Downtown,26,1996,37.716,-121.437,37.7160599,-121.4371635,2,,,,,30,1/29/24,0
1,327,901055770,AN62744287,361-408-21,1495 Bluebird Ridge Road,Valleybrook,93713,Madera,2/27/24,673,3/19/24,Sold,672000,1697,665000,661000,816,1,1,1000,460,Central Park,52,1974,37.718,-121.442,37.717751,-121.441923,1,,,,,4,2/23/24,0
1,328,935372528,AN13051449,506-636-96,863 Falcon Ridge Drive,Valleybrook,93710,Madera,2/23/24,677,3/4/24,Sold,1000000,2351,969000,977000,680,2,1,4542,465,Eastside Terrace,112,1910,37.722,-121.44,37.7224734,-121.4399571,1,,,,,36,1/18/24,0
1,329,963672398,AN30552371,310-811-97,1314 Eucalyptus Lane,Valleybrook,93712,Madera,2/22/24,678,3/22/24,Sold,2217000,5635,1976000,2019000,1320,3,1.5,5993,467,Heritage Gate,105,1924,37.726,-121.451,37.7257362,-121.4513057,2,,,,,22,1/31/24,0
1,330,926017047,AN62482651,703-527-45,2118 Mariposa Avenue,Valleybrook,93712,Madera,2/22/24,678,3/8/24,Sold,4572000,9786,4082000,4203000,2990,5,4,6772,466,Creekview Estates,25,1999,37.723,-121.462,37.7229064,-121.4624063,2,,,Mediterranean,Neighborhood,19,2/3/24,0
1,331,919578433,AN99301859,969-920-99,142 Bluebird Ridge Road,Valleybrook,93712,Madera,2/21/24,679,2/28/24,Sold,1677000,4515,1781000,1800000,1470,3,2,10155,471,Summit Terrace,90,1938,37.714,-121.474,37.7138719,-121.4739139,2,,,,,16,2/5/24,0
1,332,978145345,AN20581573,337-150-45,725 Cormorant Lane,Valleybrook,93711,Madera,2/18/24,682,4/4/24,Sold,811000,1899,833000,833000,981,2,1,1034,453,Pioneer Tract,46,1983,37.717,-121.44,37.7165568,-121.4400049,2,,,,Neighborhood,12,2/6/24,0
1,333,946047142,AN96969050,211-793-31,111 Bear Creek Road,Valleybrook,93710,Madera,2/15/24,685,2/29/24,Sold,8771000,23963,7099000,7005000,5080,4,4,32521,460,Central Park,101,1926,37.709,-121.435,37.7089879,-121.4345232,2,,,,,31,1/15/24,0
1,334,953775923,AN36853654,743-412-50,1495 Copper Creek Way,Valleybrook,93710,Madera,2/7/24,693,3/5/24,Sold,628000,1738,586000,591000,816,1,1,1000,460,Central Park,53,1973,37.718,-121.442,37.717751,-121.441923,1,,,,,25,1/13/24,0
1,335,942217539,AN75393775,303-868-12,624 Cottonwood Lane,Valleybrook,93710,Madera,2/2/24,698,3/1/24,Sold,2360000,4754,2326000,2322000,1418,2,2,5022,463,Grove Manor,76,1948,37.722,-121.425,37.7224293,-121.4247182,1,,,Ranch,,28,1/5/24,0
1,336,979498519,AN27122451,365-109-97,1658 Cormorant Lane,Valleybrook,93713,Madera,1/30/24,701,2/23/24,Sold,3103000,7533,3036000,3031000,2540,5,2.5,7522,472,Mill Creek Estates,60,1963,37.717,-121.482,37.7168391,-121.481969,2,,,Traditional,Neighborhood,28,1/2/24,0
1,337,958800797,AN79467853,562-223-41,1017 Cardinal Way,Valleybrook,93712,Madera,1/19/24,712,1/26/24,Sold,4136000,11895,3813000,3870000,2750,5,3.5,5427,466,Creekview Estates,13,2009,37.719,-121.448,37.7189246,-121.4475902,2,,,,,19,12/31/23,0
1,338,926068867,AN68558918,361-889-54,1616 Quail Hollow Lane,Valleybrook,93711,Madera,1/16/24,715,1/16/24,Sold,2001000,4225,1999000,2023000,1570,3,2,5998,470,Vista Park,78,1947,37.727,-121.463,37.7272915,-121.463276,1,,,,,21,12/26/23,0
1,339,978112812,AN15462513,236-202-90,1466 Boulder Creek Drive,Valleybrook,93711,Madera,1/12/24,719,1/22/24,Sold,2336000,6873,2389000,2524000,1860,3,2,5978,466,Creekview Estates,94,1927,37.724,-121.46,37.7243972,-121.4599207,2,,,"Mediterranean,Spanish",,4,1/8/24,0
1,340,996532800,AN30102493,461-420-58,781 Wild Rose Way,Valleybrook,93710,Madera,1/11/24,720,2/12/24,Sold,970000,2783,997000,980000,1350,2,2.5,1118,464,Garden District,43,1981,37.724,-121.434,37.724415,-121.4340634,2,,,,Other Water,35,12/7/23,0
1,341,988128706,AN18457091,888-997-45,494 Ivy Glen Lane,Valleybrook,93710,Madera,12/30/23,732,2/13/24,Sold,1235000,3480,1306000,1266000,1382,3,2,1000,461,Valleybrook Downtown,53,1971,37.717,-121.435,37.7173004,-121.4347331,2,,,,,12,12/18/23,0
1,342,925609022,AN25020641,935-116-99,1513 Vineyard Way,Valleybrook,93710,Madera,12/21/23,741,3/18/24,Sold,2339000,6150,2502000,2406000,1788,3,2.5,6556,466,Creekview Estates,106,1922,37.727,-121.459,37.7265937,-121.4594702,2,,,,,36,11/15/23,0
1,343,960120895,AN25620477,784-667-18,100 Sand Piper Way,Valleybrook,93713,Madera,12/19/23,743,1/17/24,Sold,1040000,2458,1080000,1072000,1268,2,2,1241,461,Valleybrook Downtown,40,1984,37.714,-121.425,37.7142971,-121.4253709,2,,,,,6,12/13/23,0
1,344,906007154,AN30928435,245-713-41,3095 Redwood Terrace,Valleybrook,93713,Madera,12/19/23,743,1/5/24,Sold,2700000,5627,2759000,2871000,2330,4,2,7434,472,Mill Creek Estates,60,1964,37.716,-121.48,37.715719,-121.480322,2,,,Ranch,Neighborhood,33,11/16/23,0
1,345,909853872,AN90503553,476-962-48,615 Bluebird Ridge Road,Valleybrook,93711,Madera,12/11/23,751,12/11/23,Sold,2932000,8181,3074000,,2172,4,2,5408,463,Grove Manor,77,1948,37.723,-121.425,37.7233705,-121.4252222,1,,,,,39,11/2/23,0
1,346,978908503,AN66474093,750-709-52,2788 Mariposa Avenue,Valleybrook,93713,Madera,12/6/23,756,1/17/24,Sold,2639000,5915,2696000,2709000,2340,4,3.5,18926,471,Summit Terrace,70,1955,37.709,-121.469,37.7093314,-121.4690976,2,,,,Canyon,26,11/10/23,0
1,347,990978487,AN85331621,615-416-90,2834 Meadow Creek Lane,Valleybrook,93712,Madera,12/5/23,757,12/22/23,Sold,3184000,7007,3286000,3280000,3070,3,2,13488,471,Summit Terrace,109,1918,37.716,-121.465,37.7159458,-121.4646005,1,,,,,11,11/24/23,0
1,348,909547433,AN34049971,827-890-68,1809 Granite Peak Lane,Valleybrook,93710,Madera,12/4/23,758,12/15/23,Sold,3400000,6880,3444000,3399000,3732,5,4.5,11613,472,Mill Creek Estates,49,1976,37.724,-121.476,37.7244211,-121.4756521,2,,,,,1,12/3/23,0
1,349,964189781,AN37242553,614-833-97,1579 Hawk Ridge Road,Valleybrook,93712,Madera,12/1/23,761,12/14/23,Sold,5302000,10678,4516000,4733000,3600,5,4,6061,460,Central Park,52,1976,37.711,-121.429,37.710627,-121.4290889,0,,,,,33,10/29/23,0
1,350,976056143,AN56573258,395-212-11,2106 Laurel Canyon Drive,Valleybrook,93713,Madera,11/30/23,762,12/22/23,Sold,3250000,9151,3337000,3293000,2440,4,3,6020,466,Creekview Estates,100,1927,37.721,-121.459,37.7210505,-121.4592434,0,,,Mediterranean,Neighborhood,1,11/29/23,0
1,351,948362519,AN67943314,188-716-42,528 Silver Leaf Way,Valleybrook,93713,Madera,11/28/23,764,12/19/23,Sold,2046000,5086,2077000,2179000,1470,3,3,6262,464,Garden District,90,1936,37.724,-121.43,37.7243494,-121.4296173,1,,,"Mediterranean,Spanish",,3,11/25/23,0
1,352,979287426,AN35657723,864-359-98,729 Rolling Hills Lane,Valleybrook,93713,Madera,11/23/23,769,12/8/23,Sold,1794000,4154,1961000,2521000,870,4,2,10890,464,Garden District,112,1910,37.723,-121.434,37.7226351,-121.4338749,0,,,,,26,10/28/23,0
1,353,927540722,AN81110496,343-529-72,1263 Hazel Ridge Way,Valleybrook,93710,Madera,11/20/23,772,11/27/23,Sold,4676000,13374,4113000,3914000,3068,5,4.5,6222,466,Creekview Estates,12,2010,37.72,-121.454,37.7204314,-121.4538867,2,,,,,5,11/15/23,0
1,354,925265012,AN57213180,650-153-97,3103 Mariposa Avenue,Valleybrook,93713,Madera,11/18/23,774,1/17/24,Sold,3297000,7047,3043000,3004000,3560,5,4,9620,471,Summit Terrace,78,1945,37.712,-121.476,37.7116951,-121.4762002,3,,,Tudor,Other,33,10/16/23,0
1,355,909450582,AN54269149,500-688-10,1458 Sand Piper Way,Valleybrook,93711,Madera,11/17/23,775,11/17/23,Sold,2783000,6063,2853000,,1700,3,1.5,6008,466,Creekview Estates,100,1927,37.724,-121.46,37.7236442,-121.4603752,2,,,,,34,10/14/23,0
1,356,947123808,AN87774890,559-797-82,1118 Silver Leaf Way,Valleybrook,93713,Madera,11/16/23,776,12/18/23,Sold,1699000,3774,1801000,1731000,1170,2,2,4195,467,Heritage Gate,101,1923,37.727,-121.452,37.7273102,-121.4522748,1,,,,,37,10/10/23,0
1,357,999184639,AN98741286,943-640-97,100 Ironwood Avenue,Valleybrook,93711,Madera,11/14/23,778,12/4/23,Sold,2818000,6506,3014000,3078000,2640,3,2.5,19966,471,Summit Terrace,61,1961,37.707,-121.472,37.7074941,-121.4717832,2,,,,,7,11/7/23,0
1,358,909255216,AN77908907,763-449-11,103 Meadowlark Drive,Valleybrook,93712,Madera,11/13/23,779,12/11/23,Sold,1838000,4691,1921000,1850000,2330,4,3.5,18044,471,Summit Terrace,59,1966,37.713,-121.471,37.7131035,-121.4713799,0,,,,"Bay,Canyon,Hills",19,10/25/23,0
1,359,917767441,AN79108317,987-642-59,2326 Silver Leaf Way,Valleybrook,93710,Madera,11/11/23,781,12/13/23,Sold,2829000,8469,2476000,2483000,2100,3,2.5,5644,470,Vista Park,76,1947,37.725,-121.468,37.7250154,-121.4675544,1,,,,,2,11/9/23,0
1,360,953283709,AN76489301,290-866-47,124 Copper Creek Way,Valleybrook,93710,Madera,11/10/23,782,11/27/23,Sold,1462000,3456,1165000,1205000,980,3,2,4892,462,Riverside,115,1911,37.722,-121.417,37.7216031,-121.4167446,0,,,,,3,11/7/23,0
1,361,936034695,AN40095669,763-802-29,1506 Golden Eagle Lane,Valleybrook,93712,Madera,11/9/23,783,11/9/23,Sold,4950000,10179,4833000,4868000,2949,4,4.5,5993,466,Creekview Estates,3,2024,37.724,-121.462,37.7242732,-121.4615155,2,,,"Craftsman,Other",Mountains,26,10/14/23,0
1,362,966349917,AN84300929,664-843-53,727 Cedar Brook Court,Valleybrook,93713,Madera,11/6/23,786,11/22/23,Sold,1026000,2349,1014000,1012000,1215,2,2.5,1000,465,Eastside Terrace,44,1983,37.718,-121.441,37.7181116,-121.4414703,2,,,,,29,10/8/23,0
1,363,907219866,AN40834888,854-817-78,781 Amber Hills Way,Valleybrook,93711,Madera,11/4/23,788,11/29/23,Sold,1849000,3719,1844000,2095000,1720,2,1.5,3503,465,Eastside Terrace,88,1937,37.72,-121.437,37.7204239,-121.4369322,1,,,"Cottage,Tudor",Neighborhood,18,10/17/23,0
1,364,988969812,AN77594636,885-293-36,3124 Cherry Blossom Drive,Valleybrook,93710,Madera,10/31/23,792,11/13/23,Sold,2782000,5981,2767000,2762000,2210,4,2,8634,472,Mill Creek Estates,60,1964,37.719,-121.484,37.7186328,-121.4837078,2,,,Ranch,"Bay,Neighborhood",17,10/14/23,0
1,365,955486192,AN96469773,329-560-35,720 Canyon View Court,Valleybrook,93712,Madera,10/28/23,795,11/9/23,Sold,3944000,8627,3882000,3930000,2984,4,3,6462,465,Eastside Terrace,1,2024,37.719,-121.439,37.7185217,-121.4393996,1,,,Craftsman,Neighborhood,13,10/15/23,0
1,366,946952151,AN51638598,771-815-94,1136 Tanager Way,Valleybrook,93711,Madera,10/27/23,796,10/27/23,Sold,1664000,3570,1685000,,1564,2,2,5422,467,Heritage Gate,104,1924,37.726,-121.45,37.726221,-121.4497883,2,,,,,18,10/9/23,0
1,367,951050068,AN64666503,637-413-99,176 Sand Piper Way,Valleybrook,93710,Madera,10/26/23,797,11/30/23,Sold,1275000,3488,1574000,1733000,1110,2,1,10395,471,Summit Terrace,73,1955,37.713,-121.474,37.7133957,-121.4736164,2,,,,,3,10/23/23,0
1,368,995004803,AN86644106,690-584-41,1031 Wren Court,Valleybrook,93711,Madera,10/25/23,798,11/22/23,Sold,1526000,3549,1222000,1568000,1070,3,1,5000,464,Garden District,84,1942,37.723,-121.438,37.7233146,-121.4382365,1,,,Ranch,,32,9/23/23,0
1,369,966441201,AN49123810,821-485-17,1628 Willow Springs Drive,Valleybrook,93711,Madera,10/23/23,800,11/21/23,Sold,2763000,6164,2968000,3567000,2445,3,2,7485,460,Central Park,115,1907,37.71,-121.432,37.7096844,-121.431577,2,,,,,25,9/28/23,0
1,370,979143988,AN81971570,107-742-89,449 Sage Brush Road,Valleybrook,93711,Madera,10/21/23,802,11/3/23,Sold,2347000,6298,2493000,2587000,1430,3,2,5998,463,Grove Manor,89,1938,37.722,-121.429,37.7224974,-121.4285011,2,,,Contemporary,Neighborhood,16,10/5/23,0
1,371,973659258,AN91722503,640-533-24,1132 Eucalyptus Lane,Valleybrook,93711,Madera,10/17/23,806,10/23/23,Sold,4534000,11582,4577000,5373000,3465,5,5.5,6013,466,Creekview Estates,7,2021,37.72,-121.45,37.7196729,-121.4497034,2,,,"Arts and Crafts,Craftsman,Custom,Luxury,Traditional",,19,9/28/23,0
1,372,916889016,AN39435441,627-232-28,2946 Hillcrest Avenue,Valleybrook,93711,Madera,10/17/23,806,11/13/23,Sold,3305000,8252,3217000,3220000,3200,5,2.5,11280,472,Mill Creek Estates,63,1962,37.717,-121.478,37.7173259,-121.4776392,2,,,Traditional,Neighborhood,34,9/13/23,0
1,373,970910084,AN96938535,165-509-44,784 Valley Oak Drive,Valleybrook,93711,Madera,10/17/23,806,11/16/23,Sold,1349000,3118,1403000,1844000,1050,2,2,4034,462,Riverside,105,1919,37.716,-121.421,37.7164334,-121.4208721,0,,,"Bungalow,Craftsman",,2,10/15/23,0
1,374,981413687,AN29221670,999-961-92,926 Meadow Creek Lane,Valleybrook,93711,Madera,10/14/23,809,12/8/23,Sold,1514000,3661,1530000,1510000,1390,3,2,4863,465,Eastside Terrace,99,1926,37.722,-121.442,37.7220046,-121.4418139,1,,,,,7,10/7/23,0
1,375,955301707,AN19985429,643-472-19,713 Acacia Court,Valleybrook,93712,Madera,10/9/23,814,11/9/23,Sold,1048000,3120,1212000,1288000,1177,2,2.5,1000,465,Eastside Terrace,44,1980,37.718,-121.441,37.7182125,-121.441326,2,,,,,11,9/28/23,0
1,376,986914605,AN71072308,760-512-22,100 Eucalyptus Lane,Valleybrook,93713,Madera,10/4/23,819,11/8/23,Sold,2230000,4475,2152000,2233000,1420,3,3,5755,462,Riverside,93,1931,37.719,-121.418,37.7193227,-121.4176272,1,,,Bungalow,,2,10/2/23,0
1,377,931088690,AN18199219,512-981-73,906 Elm Grove Way,Valleybrook,93713,Madera,10/4/23,819,10/31/23,Sold,2470000,5595,2178000,2227000,1660,3,2,7227,464,Garden District,85,1938,37.724,-121.437,37.7242344,-121.4373476,1,,,Contemporary,,31,9/3/23,0
1,378,926594858,AN41097470,329-247-88,1449 Meadow Creek Lane,Valleybrook,93713,Madera,10/3/23,820,11/2/23,Sold,3104000,6802,2926000,2894000,2120,4,3,5789,466,Creekview Estates,99,1928,37.718,-121.464,37.7180798,-121.4640555,2,,,Tudor,Neighborhood,37,8/27/23,0
1,379,989360714,AN18020907,461-208-18,411 Manzanita Road,Valleybrook,93713,Madera,10/2/23,821,11/2/23,Sold,2705000,7461,2429000,2415000,1615,3,2,4725,462,Riverside,117,1911,37.722,-121.421,37.7223053,-121.4213854,1,,,Bungalow,Neighborhood,5,9/27/23,0
1,380,920073763,AN91270313,198-281-70,1345 Juniper Ridge Road,Valleybrook,93713,Madera,9/29/23,824,10/13/23,Sold,4916000,10410,5018000,5620000,3441,5,5.5,6027,466,Creekview Estates,0,2021,37.721,-121.458,37.7205251,-121.4576328,0,,,,,23,9/6/23,0
1,381,970627050,AN44590202,701-422-25,808 Juniper Ridge Road,Valleybrook,93711,Madera,9/29/23,824,9/29/23,Sold,4223000,9769,4179000,,2964,5,5.5,5913,464,Garden District,0,2021,37.723,-121.435,37.7228226,-121.4353285,2,,,,,32,8/28/23,0
1,382,973492765,AN41931968,160-540-37,737 Mariposa Avenue,Valleybrook,93713,Madera,9/26/23,827,10/5/23,Sold,1963000,5404,1985000,2037000,1270,2,1.5,5005,463,Grove Manor,85,1940,37.721,-121.427,37.7214565,-121.4267143,2,,,Ranch,Neighborhood,13,9/13/23,0
1,383,973534128,AN69849511,262-861-70,1040 Creekside Court,Valleybrook,93713,Madera,9/25/23,828,10/16/23,Sold,2393000,7116,2538000,3131000,1880,3,2,6016,466,Creekview Estates,101,1924,37.72,-121.448,37.7197136,-121.4479786,1,,,,,15,9/10/23,0
1,384,916800072,AN93889081,410-729-78,1154 Cherry Blossom Drive,Valleybrook,93712,Madera,9/19/23,834,10/11/23,Sold,2390000,6649,2496000,2589000,1670,3,2,5025,469,Village Square,83,1943,37.73,-121.462,37.7304668,-121.4618084,1,,,,,11,9/8/23,0
