sale-type,weight,id,property_id,listing_id,parcel_number,street_address,city_name,postal_code,county_name,contract_date,sale_age,coe_date,listing_status,sale_price,rent,list_price,original_list_price,living_sqft,ppsf,beds_total,baths_total,lot_size,area_id,area_text,age,year_built,latitude,longitude,latitude6,longitude6,garage_spaces,fp_count,no_of_stories,style,view,days_on_market,listing_date,sale_concessions
c,1,87,976778111,AN24599356,597-741-72,821 Ironwood Avenue,Valleybrook,93713,Madera,6/7/25,207,6/23/25,Sold,4529000,13107,4266000,4353000,2829,"1,600.92",3,2.5,6146,460,Central Park,106,1921,37.718,-121.443,37.7175178,-121.443274,2,,,"Colonial,Farm House,Traditional",Neighborhood,36,5/2/25,0
c,1,88,909126002,AN74114251,625-174-82,521 Magnolia Way,Valleybrook,93711,Madera,6/6/25,208,6/27/25,Sold,674000,1542,704000,695000,959,702.82,1,1,1000,461,Valleybrook Downtown,50,1976,37.716,-121.436,37.7162738,-121.436414,0,,,,,21,5/16/25,0
c,1,89,971083363,AN95757950,178-626-34,1494 Granite Peak Lane,Valleybrook,93712,Madera,6/3/25,211,7/17/25,Sold,965000,2721,969000,1073000,1420,679.58,2,2,1466,460,Central Park,46,1979,37.714,-121.431,37.7135441,-121.4309828,2,,,Mediterranean,"Mountains,Neighborhood",38,4/26/25,0
c,1,90,978176784,AN69500546,757-521-90,862 Oriole Drive,Valleybrook,93711,Madera,6/3/25,211,6/23/25,Sold,4453000,11422,4256000,4128000,2860,"1,556.99",5,5,5328,465,Eastside Terrace,4,2020,37.72,-121.441,37.7203123,-121.441447,0,,,,,7,5/27/25,0
c,1,92,974797064,AN31742644,188-684-33,521 Osprey Way,Valleybrook,93710,Madera,6/2/25,212,6/24/25,Sold,1372000,3900,1393000,1543000,1485,923.91,3,2,1382,461,Valleybrook Downtown,50,1976,37.716,-121.436,37.7163309,-121.436052,2,,,,,18,5/15/25,0
c,1,91,954126921,AN41541166,180-570-66,1349 Walnut Creek Court,Valleybrook,93713,Madera,6/2/25,212,6/23/25,Sold,5090000,14807,4683000,4799000,3860,"1,318.65",5,4.5,5990,466,Creekview Estates,29,1995,37.72,-121.456,37.7198158,-121.456361,2,,,,,21,5/12/25,0
c,1,93,988550256,AN73791320,662-269-43,1001 Falcon Ridge Drive,Valleybrook,93711,Madera,5/28/25,217,6/20/25,Sold,2204000,5740,2011000,2054000,1660,"1,327.71",4,3,9451,465,Eastside Terrace,118,1908,37.721,-121.446,37.7211359,-121.4455285,2,,,,,7,5/21/25,0
c,1,94,957170552,AN45842449,508-654-29,821 Mariposa Avenue,Valleybrook,93712,Madera,5/28/25,217,6/24/25,Sold,2707000,6314,2736000,2657000,1957,"1,383.24",3,2,4177,465,Eastside Terrace,98,1923,37.72,-121.443,37.7197611,-121.4429291,2,,,,,23,5/5/25,0
c,1,95,989053757,AN92528662,166-271-75,1548 Sierra Vista Way,Valleybrook,93713,Madera,5/24/25,221,6/9/25,Sold,2831000,6117,2859000,2837000,1742,"1,625.14",4,2,8028,466,Creekview Estates,98,1930,37.724,-121.464,37.7239194,-121.464295,1,,,English,,26,4/28/25,0
c,1,96,933894767,AN26700614,485-932-80,541 Sparrow Creek Road,Valleybrook,93710,Madera,5/22/25,223,6/2/25,Sold,2392000,7053,2474000,2502000,1906,"1,254.98",4,2.5,6258,464,Garden District,120,1908,37.724,-121.431,37.7235652,-121.4311517,1,,,Tudor,Neighborhood,21,5/1/25,0
c,1,97,913613510,AN74355957,907-984-83,1317 Pine Meadow Drive,Valleybrook,93713,Madera,5/19/25,226,5/28/25,Sold,1211000,2585,1314000,1273000,1210,"1,000.83",2,1,4191,467,Heritage Gate,102,1921,37.727,-121.45,37.7266216,-121.4497216,1,,One Story,Farm House,Other,13,5/6/25,0
c,1,98,997953695,AN68237550,477-251-71,100 Pelican Drive,Valleybrook,93711,Madera,5/16/25,229,6/6/25,Sold,2449000,7326,1961000,1961000,1420,"1,724.65",2,1,7865,462,Riverside,103,1925,37.718,-121.419,37.7180754,-121.4194012,2,,,Bungalow,,39,4/7/25,0
c,1,99,994123965,AN98588154,297-508-52,1039 Oak Valley Drive,Valleybrook,93711,Madera,5/14/25,231,7/14/25,Sold,2396000,5988,2465000,2744000,1430,"1,675.52",2,1,6014,466,Creekview Estates,105,1923,37.719,-121.448,37.7190947,-121.4478934,1,,,,Neighborhood,37,4/7/25,0
c,1,100,916154220,AN75647021,858-719-55,2897 Meadow Creek Lane,Valleybrook,93711,Madera,5/13/25,232,2/12/25,Sold,2964000,8211,2888000,,1946,"1,523.12",4,2.5,8376,471,Summit Terrace,64,1961,37.717,-121.472,37.7169242,-121.4719749,2,,,Contemporary,"Bay,Canyon,City Lights",15,4/28/25,0
c,1,102,917102306,AN22870221,860-803-64,556 Boulder Creek Drive,Valleybrook,93712,Madera,5/9/25,236,6/6/25,Sold,1071000,3012,1177000,1155000,1140,939.47,2,2,1144,461,Valleybrook Downtown,28,1999,37.716,-121.437,37.7161052,-121.4372401,2,,,,,6,5/3/25,0
c,1,101,912113513,AN40780751,397-920-30,225 Granite Peak Lane,Valleybrook,93713,Madera,5/9/25,236,6/9/25,Sold,4380000,12714,4255000,4913000,3245,"1,349.77",4,3.5,7555,460,Central Park,92,1929,37.711,-121.435,37.7110841,-121.4347917,2,,,Tudor,"Neighborhood,Garden / Greenbelt",40,3/30/25,0
c,1,104,973564403,AN22008959,933-312-67,443 Pelican Drive,Valleybrook,93711,Madera,5/5/25,240,5/23/25,Sold,2645000,5373,2433000,2448000,1525,"1,734.43",3,2,5625,463,Grove Manor,78,1947,37.723,-121.428,37.7228123,-121.4275285,1,,,,,21,4/14/25,0
c,1,103,920855594,AN94181424,571-985-78,1431 Primrose Lane,Valleybrook,93713,Madera,5/5/25,240,5/6/25,Sold,2303000,4950,1995000,2038000,1140,"2,020.18",2,1,6018,466,Creekview Estates,76,1951,37.724,-121.458,37.7239782,-121.4583923,2,,,,,25,4/10/25,0
c,1,105,941672868,AN17158543,488-822-46,2695 Wild Rose Way,Valleybrook,93711,Madera,5/4/25,241,5/19/25,Sold,2991000,8680,2826000,2856000,1940,"1,541.75",3,2,10643,471,Summit Terrace,73,1951,37.713,-121.468,37.7125291,-121.4681809,2,,,,Bay,33,4/1/25,0
c,1,107,976135229,AN32328873,733-264-78,100 Hillcrest Avenue,Valleybrook,93712,Madera,5/2/25,243,5/23/25,Sold,2863000,6313,3080000,4081000,2291,"1,249.67",4,4.5,5189,462,Riverside,1,2021,37.721,-121.415,37.7208156,-121.4145474,1,,,"Contemporary,Modern / High Tech",,1,5/1/25,0
c,1,106,961605671,AN43822694,323-577-48,1337 River Stone Court,Valleybrook,93712,Madera,5/2/25,243,5/15/25,Sold,4567000,13438,5046000,4919000,2942,"1,552.35",4,4.5,5973,467,Heritage Gate,3,2024,37.725,-121.451,37.7251979,-121.4513817,1,,,,,32,3/31/25,0
c,1,109,986207066,AN13411007,656-229-22,2986 Finch Hollow Lane,Valleybrook,93713,Madera,5/1/25,244,5/21/25,Sold,4112000,11327,4484000,4688000,3620,"1,135.91",5,4.5,11005,472,Mill Creek Estates,60,1964,37.717,-121.478,37.7168173,-121.4780624,2,,,,,13,4/18/25,0
c,1,108,974854623,AN41626932,296-220-77,1470 Fox Run Court,Valleybrook,93710,Madera,5/1/25,244,5/30/25,Sold,2952000,6482,2971000,3014000,2425,"1,217.32",3,2,6935,467,Heritage Gate,98,1927,37.727,-121.457,37.7270298,-121.4566873,1,,,Tudor,"Garden / Greenbelt,Neighborhood",5,4/26/25,0
c,1,110,921197304,AN20272170,873-207-74,1616 Granite Peak Lane,Valleybrook,93710,Madera,4/29/25,246,5/29/25,Sold,3912000,9073,3956000,3986000,3040,"1,286.84",4,3,6577,466,Creekview Estates,15,2010,37.723,-121.466,37.7234297,-121.4657104,1,,,Luxury,Neighborhood,18,4/11/25,0
c,1,111,949981337,AN29053714,136-340-99,245 Kingfisher Court,Valleybrook,93710,Madera,4/29/25,246,5/27/25,Sold,2825000,7065,3147000,3182000,1690,"1,671.60",3,2,7494,462,Riverside,41,1982,37.72,-121.424,37.7195675,-121.4243986,2,,,Contemporary,Neighborhood,2,4/27/25,0
c,1,112,944430783,AN22712374,162-739-69,2586 Sage Brush Road,Valleybrook,93713,Madera,4/29/25,246,5/6/25,Sold,3721000,7885,2679000,2772000,2040,"1,824.02",4,3,6993,472,Mill Creek Estates,66,1956,37.725,-121.472,37.7247975,-121.4723115,2,,,,,25,4/4/25,0
c,1,114,905414590,AN25546247,347-411-80,825 Wren Court,Valleybrook,93712,Madera,4/22/25,253,5/14/25,Sold,2673000,5532,2502000,2490000,1960,"1,363.78",3,1,7929,465,Eastside Terrace,109,1915,37.721,-121.439,37.7213806,-121.4388074,2,,,Traditional,Neighborhood,24,3/29/25,0
c,1,113,941341326,AN67082519,676-502-63,2841 Primrose Lane,Valleybrook,93713,Madera,4/22/25,253,5/7/25,Sold,3142000,8203,2971000,2818000,1970,"1,594.92",3,2,7759,472,Mill Creek Estates,61,1964,37.723,-121.479,37.7231138,-121.4787047,2,,,Ranch,"Bay,Neighborhood",15,4/7/25,0
c,1,115,967798790,AN31390345,525-656-78,127 Vineyard Way,Valleybrook,93710,Madera,4/20/25,255,4/30/25,Sold,16901000,39231,13378000,13811000,8212,"2,058.09",5,6.5,21596,460,Central Park,101,1924,37.71,-121.435,37.7095286,-121.4347998,2,,,"Modern / High Tech,Tudor",,39,3/12/25,0
c,1,116,928147161,AN93774355,831-397-97,1336 Willow Springs Drive,Valleybrook,93711,Madera,4/18/25,257,5/8/25,Sold,1892000,4126,1716000,1747000,1230,"1,538.21",2,1.5,4055,465,Eastside Terrace,103,1924,37.721,-121.442,37.7206077,-121.4423121,2,,,Cottage,Neighborhood,7,4/11/25,0
c,1,117,968676872,AN73051358,154-516-36,100 Walnut Creek Court,Valleybrook,93710,Madera,4/15/25,260,5/16/25,Sold,3002000,6029,3016000,3019000,2240,"1,340.18",4,2,15277,472,Mill Creek Estates,61,1962,37.721,-121.482,37.7209177,-121.4819462,2,,,Eichler,"Bay,Bridge ,Neighborhood",5,4/10/25,0
c,1,118,986475652,AN28865664,341-214-83,1494 Amber Hills Way,Valleybrook,93710,Madera,4/14/25,261,4/29/25,Sold,3245000,9216,3385000,2583000,2580,"1,257.75",4,2.5,35961,471,Summit Terrace,52,1974,37.716,-121.476,37.7156384,-121.4761981,2,,,,"Bay,Forest / Woods",5,4/9/25,0
c,1,119,949303460,AN99617131,381-500-59,2162 Poplar Avenue,Valleybrook,93713,Madera,4/11/25,264,5/16/25,Sold,2808000,6178,2439000,2486000,1745,"1,609.17",3,2,8388,472,Mill Creek Estates,68,1955,37.727,-121.472,37.7272916,-121.4722209,2,,,"Contemporary,Ranch",Neighborhood,22,3/20/25,0
c,1,120,992111648,AN94597104,760-186-84,1271 Wren Court,Valleybrook,93712,Madera,4/9/25,266,4/30/25,Sold,4453000,12497,4608000,4380000,3251,"1,369.73",4,4.5,6915,466,Creekview Estates,22,2003,37.719,-121.454,37.7187114,-121.454405,2,,,,,38,3/2/25,0
c,1,121,944735895,AN53091709,786-207-30,1096 Foothill Drive,Valleybrook,93713,Madera,4/8/25,267,4/29/25,Sold,4670000,13869,4547000,4438000,2981,"1,566.59",4,4.5,6014,466,Creekview Estates,10,2014,37.721,-121.448,37.7206244,-121.4478054,2,,,Craftsman,Neighborhood,37,3/2/25,0
c,1,122,967259613,AN78506338,192-506-56,1355 Alder Creek Way,Valleybrook,93713,Madera,4/7/25,268,4/14/25,Sold,2550000,6855,2651000,2858000,2330,"1,094.42",5,2,5986,466,Creekview Estates,105,1921,37.722,-121.457,37.7219226,-121.4565239,1,,,,,6,4/1/25,0
c,1,123,965321753,AN54494335,973-192-50,100 Vineyard Way,Valleybrook,93710,Madera,4/6/25,269,5/21/25,Sold,1383000,3778,1337000,1368000,1370,"1,009.49",2,2.5,1000,461,Valleybrook Downtown,45,1978,37.713,-121.427,37.7134369,-121.4271348,2,,,,,32,3/5/25,0
c,1,125,900360788,AN35071163,684-278-66,100 Granite Peak Lane,Valleybrook,93713,Madera,3/31/25,275,4/15/25,Sold,2630000,5495,2433000,2462000,2630,"1,000.00",4,3,13868,471,Summit Terrace,68,1960,37.714,-121.47,37.7135678,-121.4698103,3,,,,"Canyon,Greenbelt,Hills",15,3/16/25,0
c,1,124,919960983,AN30833152,137-181-17,711 Copper Creek Way,Valleybrook,93713,Madera,3/31/25,275,4/25/25,Sold,3041000,7163,2638000,2636000,2110,"1,441.23",3,2.5,4981,463,Grove Manor,89,1933,37.721,-121.425,37.720864,-121.4248683,1,,,,,35,2/24/25,0
c,1,126,976060638,AN62231715,793-653-52,1190 Hazel Ridge Way,Valleybrook,93711,Madera,3/27/25,279,4/7/25,Sold,704000,1935,708000,710000,780,902.56,1,1,1000,461,Valleybrook Downtown,46,1977,37.718,-121.432,37.7184178,-121.4315153,1,,,,,0,3/27/25,0
c,1,127,956153459,AN86409465,298-527-29,711 Vineyard Way,Valleybrook,93711,Madera,3/27/25,279,4/14/25,Sold,3758000,9481,3613000,3704000,2256,"1,665.78",4,2.5,4976,462,Riverside,87,1935,37.721,-121.424,37.7205805,-121.4238621,1,,,,,34,2/21/25,0
c,1,128,982903638,AN66813149,853-711-42,1535 Wild Rose Way,Valleybrook,93713,Madera,3/25/25,281,4/24/25,Sold,1218000,2973,1325000,1362000,1390,876.26,2,2,1255,461,Valleybrook Downtown,48,1979,37.716,-121.437,37.7164598,-121.4370039,2,,,,,32,2/21/25,0
c,1,129,924354859,AN42161649,870-711-85,1530 Pelican Drive,Valleybrook,93710,Madera,3/25/25,281,4/15/25,Sold,3149000,7058,2796000,2796000,2190,"1,437.90",3,3,6994,469,Village Square,82,1941,37.73,-121.458,37.7301007,-121.458136,1,,,,Park,0,3/25/25,0
c,1,130,904967155,AN81600729,640-140-53,2027 Summit View Road,Valleybrook,93713,Madera,3/24/25,282,4/24/25,Sold,3011000,6390,2921000,2925000,1990,"1,513.07",3,2.5,16901,470,Vista Park,75,1950,37.725,-121.465,37.7245063,-121.4647706,2,,,Traditional,"Neighborhood,Other Water",38,2/14/25,0
c,1,131,983464930,AN89231776,527-273-56,350 Kingfisher Court,Valleybrook,93710,Madera,3/20/25,286,4/21/25,Sold,3372000,7565,3041000,3057000,2760,"1,221.74",5,2,5092,460,Central Park,112,1914,37.714,-121.435,37.7135538,-121.4345368,1,,,,,21,2/27/25,0
c,1,132,911316066,AN97890153,499-416-39,1406 River Stone Court,Valleybrook,93711,Madera,3/19/25,287,4/9/25,Sold,3989000,10515,3946000,4383000,2786,"1,431.80",4,4.5,6019,466,Creekview Estates,8,2014,37.722,-121.459,37.7218642,-121.4589949,1,,,Spanish,,30,2/17/25,0
c,1,133,949694974,AN58827665,116-409-49,1825 Bear Creek Road,Valleybrook,93710,Madera,3/19/25,287,4/4/25,Sold,3220000,8811,2747000,2720000,2240,"1,437.50",4,2,10453,472,Mill Creek Estates,62,1964,37.722,-121.481,37.7215038,-121.4810028,2,,,,,13,3/6/25,0
c,1,136,912412607,AN53804166,156-722-92,1490 Rolling Hills Lane,Valleybrook,93712,Madera,3/18/25,288,4/9/25,Sold,962000,2725,1001000,1016000,1291,745.16,2,2,1000,466,Creekview Estates,50,1971,37.722,-121.45,37.722055,-121.4498605,1,,,,,6,3/12/25,0
c,1,137,915692917,AN24284340,331-755-92,505 Silver Leaf Way,Valleybrook,93713,Madera,3/18/25,288,4/15/25,Sold,3042000,7056,3049000,3060000,2730,"1,114.29",4,4.5,6223,464,Garden District,107,1918,37.724,-121.431,37.7243886,-121.4311177,2,,,,,31,2/15/25,0
c,1,135,905636254,AN18060088,161-464-92,135 Poplar Avenue,Valleybrook,93712,Madera,3/18/25,288,4/4/25,Sold,2940000,6418,3057000,3120000,2193,"1,340.63",3,2,20264,471,Summit Terrace,65,1962,37.709,-121.472,37.7087024,-121.4718353,0,,,,,28,2/18/25,0
c,1,134,910598952,AN44269370,782-109-69,1115 Cypress Point Drive,Valleybrook,93712,Madera,3/18/25,288,4/2/25,Sold,2253000,4545,1989000,1928000,1366,"1,649.34",3,1,4015,465,Eastside Terrace,82,1945,37.722,-121.44,37.7215389,-121.4396184,1,,,,,8,3/10/25,0
c,1,138,991741251,AN32068284,366-181-97,914 Tanager Way,Valleybrook,93712,Madera,3/10/25,296,4/1/25,Sold,3290000,9148,2858000,2894000,2538,"1,296.30",5,4,6875,465,Eastside Terrace,100,1924,37.722,-121.44,37.722213,-121.4401001,1,,,,,33,2/5/25,0
c,1,139,961499176,AN95202397,369-887-30,3035 Cedar Brook Court,Valleybrook,93712,Madera,3/7/25,299,3/21/25,Sold,3719000,10928,3044000,3003000,3340,"1,113.47",4,4,8471,471,Summit Terrace,43,1981,37.715,-121.475,37.7146142,-121.4750248,3,,,,Bay,14,2/21/25,0
c,1,140,985726382,AN49599276,476-729-38,100 Golden Eagle Lane,Valleybrook,93710,Madera,3/6/25,300,3/28/25,Sold,3249000,7993,3032000,3035000,3480,933.62,4,3,16298,471,Summit Terrace,77,1951,37.716,-121.47,37.7156875,-121.4704879,2,,,,"Bay,Bridge",8,2/26/25,0
c,1,141,993445620,AN11846825,523-209-53,740 Ironwood Avenue,Valleybrook,93710,Madera,3/1/25,305,3/14/25,Sold,1364000,3049,1261000,1306000,1441,946.56,2,2.5,1000,465,Eastside Terrace,39,1987,37.718,-121.441,37.7176711,-121.4406608,2,,,,,11,2/18/25,0
c,1,142,906080513,AN15222944,240-830-52,1117 Creekside Court,Valleybrook,93710,Madera,2/27/25,307,3/20/25,Sold,1604000,4407,1452000,1419000,1422,"1,127.99",2,2.5,1000,465,Eastside Terrace,18,2009,37.723,-121.448,37.7230123,-121.4477459,2,,,,,8,2/19/25,0
c,1,143,906292676,AN56226575,758-787-58,1225 Wren Court,Valleybrook,93713,Madera,2/27/25,307,4/1/25,Sold,2919000,6354,2471000,2485000,2290,"1,274.67",3,2,3993,465,Eastside Terrace,100,1925,37.723,-121.443,37.7228643,-121.4429166,1,,,,,14,2/13/25,0
c,1,145,931112045,AN38617427,414-613-49,2861 Heron Point Road,Valleybrook,93710,Madera,2/27/25,307,3/20/25,Sold,5193000,14506,5308000,5172000,3508,"1,480.33",5,4,18339,471,Summit Terrace,6,2020,37.718,-121.467,37.7175898,-121.4674663,2,,,,,4,2/23/25,0
c,1,144,938827999,AN97161631,564-488-51,2330 Copper Creek Way,Valleybrook,93712,Madera,2/27/25,307,3/17/25,Sold,3368000,9525,3290000,3305000,1950,"1,727.18",3,2,6549,466,Creekview Estates,101,1925,37.721,-121.463,37.7213139,-121.4632152,1,,,,,31,1/27/25,0
c,1,146,975493830,AN23327047,257-762-56,1515 Sand Piper Way,Valleybrook,93713,Madera,2/25/25,309,3/18/25,Sold,2238000,6198,1839000,1919000,1190,"1,880.67",2,2,5259,469,Village Square,82,1940,37.728,-121.459,37.7282752,-121.4588457,1,,,,,9,2/16/25,0
c,1,147,980117857,AN90268079,903-432-59,1214 Redwood Terrace,Valleybrook,93710,Madera,2/24/25,310,3/24/25,Sold,903000,2122,945000,966000,1275,708.24,2,2,1253,461,Valleybrook Downtown,48,1981,37.719,-121.431,37.7185028,-121.4310632,2,,,,,15,2/9/25,0
c,1,148,979287426,AN16249742,848-173-97,729 Rolling Hills Lane,Valleybrook,93711,Madera,2/20/25,314,3/3/25,Sold,2464000,5904,2466000,2367000,870,"2,832.18",4,2,10920,464,Garden District,111,1911,37.723,-121.434,37.7226351,-121.4338749,2,,,,,21,1/30/25,0
c,1,149,930801123,AN74709513,908-887-58,1357 Poplar Avenue,Valleybrook,93713,Madera,2/19/25,315,2/19/25,Sold,3107000,6883,3192000,,2350,"1,322.13",3,2.5,5982,466,Creekview Estates,93,1932,37.719,-121.459,37.719412,-121.459245,2,,,,,29,1/21/25,0
c,1,150,914305720,AN63057930,109-651-68,1618 Pelican Drive,Valleybrook,93711,Madera,2/19/25,315,2/28/25,Sold,2448000,6143,2440000,2366000,1320,"1,854.55",2,1,5505,470,Vista Park,77,1948,37.727,-121.465,37.7272299,-121.4647067,1,,,,,22,1/28/25,0
c,1,151,944819596,AN37696190,611-837-59,457 Bluebird Ridge Road,Valleybrook,93711,Madera,2/18/25,316,3/14/25,Sold,2473000,7152,2592000,2582000,1350,"1,831.85",2,1,5363,463,Grove Manor,88,1940,37.722,-121.43,37.722303,-121.4295653,0,,,,,14,2/4/25,0
c,1,152,965345452,AN58616740,716-834-25,1350 Summit View Road,Valleybrook,93711,Madera,2/14/25,320,2/14/25,Sold,4528000,12788,4462000,,2974,"1,522.53",5,5.5,5977,466,Creekview Estates,14,2013,37.72,-121.459,37.7197944,-121.4589083,2,,,,,5,2/9/25,0
c,1,153,969873032,AN40704198,412-750-21,1688 Wild Rose Way,Valleybrook,93713,Madera,2/9/25,325,3/7/25,Sold,2984000,6083,2683000,2668000,2180,"1,368.81",4,2,7486,472,Mill Creek Estates,58,1964,37.716,-121.483,37.7163546,-121.4826321,2,,,,,19,1/21/25,0
c,1,154,978775038,AN79918804,561-523-31,1406 Finch Hollow Lane,Valleybrook,93712,Madera,2/7/25,327,2/20/25,Sold,3679000,9330,3680000,3840000,3470,"1,060.23",5,3,6573,466,Creekview Estates,110,1913,37.724,-121.457,37.723882,-121.4572008,3,,,Craftsman,,22,1/16/25,0
c,1,155,944953500,AN42028739,652-216-93,1499 Robin Lane,Valleybrook,93711,Madera,2/6/25,328,3/3/25,Sold,1678000,4407,1796000,1758000,1850,907.03,2,2.5,2086,461,Valleybrook Downtown,28,1997,37.717,-121.439,37.7168113,-121.4387855,2,,,,,11,1/26/25,0
c,1,156,989927658,AN87566910,619-317-29,1111 Fox Run Court,Valleybrook,93712,Madera,2/3/25,331,3/25/25,Sold,2221000,4997,2159000,2529000,2780,798.92,4,2,5746,465,Eastside Terrace,91,1932,37.723,-121.446,37.7233398,-121.4462114,2,,,,,36,12/29/24,0
c,1,157,913825676,AN22825003,165-999-70,1392 Pine Meadow Drive,Valleybrook,93713,Madera,2/3/25,331,2/18/25,Sold,3422000,7516,3401000,3777000,2780,"1,230.94",4,3.5,8968,467,Heritage Gate,101,1926,37.727,-121.456,37.7267392,-121.456314,2,,,,,39,12/26/24,0
c,1,158,918012011,AN77674279,579-379-34,1150 Heron Point Road,Valleybrook,93713,Madera,2/2/25,332,2/24/25,Sold,2201000,4950,2168000,2220000,1080,"2,037.96",2,1,5984,466,Creekview Estates,101,1922,37.718,-121.452,37.7179688,-121.4520566,1,,,,None,2,1/31/25,0
c,1,159,939925737,AN25111140,188-842-40,100 Meadowlark Drive,Valleybrook,93711,Madera,1/24/25,341,2/28/25,Sold,1823000,3719,1533000,1516000,950,"1,918.95",3,2,2500,464,Garden District,93,1932,37.725,-121.432,37.7246572,-121.4324576,0,,,"Bungalow,Spanish","Garden / Greenbelt,Mountains",7,1/17/25,0
c,1,160,958095862,AN98813650,844-354-71,1338 Tanager Way,Valleybrook,93710,Madera,1/23/25,342,2/3/25,Sold,4252000,10448,4172000,4099000,3020,"1,407.95",4,4.5,6020,466,Creekview Estates,97,1924,37.722,-121.455,37.7219084,-121.4554808,2,,,,Neighborhood,31,12/23/24,0
c,1,161,908522597,AN98393430,220-285-86,1645 Silver Leaf Way,Valleybrook,93710,Madera,1/23/25,342,2/18/25,Sold,3003000,8942,2763000,2839000,1640,"1,831.10",3,2,5486,470,Vista Park,75,1947,37.728,-121.464,37.7281471,-121.4642561,2,,,Ranch,,12,1/11/25,0
c,1,162,949535555,AN41006711,644-494-34,1422 Acacia Court,Valleybrook,93710,Madera,1/17/25,348,1/30/25,Sold,4123000,10677,4238000,4216000,3030,"1,360.73",4,3,6112,466,Creekview Estates,26,2002,37.719,-121.462,37.7187849,-121.4624814,2,,,"Contemporary,Modern / High Tech","Bay,City Lights,Garden / Greenbelt,Water",20,12/28/24,0
c,1,163,933251599,AN68754920,549-636-76,1106 Sycamore Terrace,Valleybrook,93710,Madera,1/9/25,356,1/9/25,Sold,4630000,10616,4562000,,3065,"1,510.60",5,4.5,7558,466,Creekview Estates,14,2012,37.719,-121.45,37.7187519,-121.4498582,2,,,,,24,12/16/24,0
c,1,164,955876491,AN80675216,552-810-50,2117 Pine Meadow Drive,Valleybrook,93710,Madera,1/7/25,358,1/24/25,Sold,2551000,7347,2624000,2573000,1785,"1,429.13",3,2.5,4257,466,Creekview Estates,101,1926,37.716,-121.451,37.716217,-121.4510675,2,,,Modern / High Tech,"Neighborhood,Garden / Greenbelt",25,12/13/24,0
s,1,165,923508806,AN38737174,381-550-62,1505 Ivy Glen Lane,Valleybrook,93710,Madera,1/2/25,363,1/31/25,Sold,764000,1729,803000,798000,1250,611.2,2,1,1099,460,Central Park,52,1975,37.718,-121.442,37.7176327,-121.4417962,1,,,Contemporary,"Neighborhood,Other",2,12/31/24,0
c,1,166,904810369,AN22499198,886-406-51,1445 Robin Lane,Valleybrook,93712,Madera,12/29/24,367,12/29/24,Sold,1612000,3796,1613000,1583000,1739,926.97,2,2,2117,461,Valleybrook Downtown,44,1979,37.717,-121.434,37.7166652,-121.4342142,2,,,,,36,11/23/24,0
c,1,167,948696493,AN11327694,175-466-13,1568 Sycamore Terrace,Valleybrook,93710,Madera,12/19/24,377,1/15/25,Sold,3010000,7794,2691000,2740000,2020,"1,490.10",3,2,5998,466,Creekview Estates,94,1927,37.724,-121.463,37.7242321,-121.4632402,2,,,,,40,11/9/24,0
c,1,168,960549061,AN94586329,514-543-50,1331 Creekside Court,Valleybrook,93713,Madera,12/18/24,378,1/16/25,Sold,2319000,4850,2273000,2255000,1200,"1,932.50",2,1,5974,466,Creekview Estates,103,1922,37.722,-121.456,37.7217643,-121.4562419,1,,,,,13,12/5/24,0
c,1,169,903954845,AN86893142,256-536-49,1432 Blue Jay Way,Valleybrook,93713,Madera,12/17/24,379,1/14/25,Sold,4918000,12452,4553000,4612000,2970,"1,655.89",4,4,5989,466,Creekview Estates,12,2017,37.722,-121.46,37.7221802,-121.4595595,2,,,Mediterranean,,23,11/24/24,0
c,1,170,957911411,AN38463020,254-506-74,2114 Canyon View Court,Valleybrook,93712,Madera,12/5/24,391,12/30/24,Sold,3261000,6641,3255000,3276000,2730,"1,194.51",3,2.5,5057,466,Creekview Estates,97,1927,37.722,-121.46,37.7220687,-121.460434,1,,,,,20,11/15/24,0
c,1,171,973989546,AN29413516,492-295-86,1100 Bluebird Ridge Road,Valleybrook,93713,Madera,11/29/24,397,12/20/24,Sold,2361000,7025,2555000,2553000,1888,"1,250.53",4,3,4010,465,Eastside Terrace,102,1925,37.724,-121.443,37.72376,-121.4429074,1,,,,,33,10/27/24,0
c,1,172,935496015,AN25492573,209-860-80,1032 Deer Trail Lane,Valleybrook,93711,Madera,11/25/24,401,1/10/25,Sold,4892000,11313,4930000,5405000,3976,"1,230.38",5,5.5,11989,466,Creekview Estates,21,2006,37.719,-121.448,37.7188424,-121.4482224,2,,,Craftsman,,30,10/26/24,0
c,1,173,996824684,AN16892773,697-591-31,1140 Juniper Ridge Road,Valleybrook,93711,Madera,11/25/24,401,11/25/24,Sold,3054000,6871,3090000,,1950,"1,566.15",3,2,5984,466,Creekview Estates,86,1936,37.719,-121.451,37.7186423,-121.4514602,2,,,,,3,11/22/24,0
c,1,174,960742222,AN68540955,666-184-74,2979 Hawk Ridge Road,Valleybrook,93712,Madera,11/21/24,405,12/19/24,Sold,3237000,7609,2750000,2760000,2159,"1,499.31",5,2,7684,472,Mill Creek Estates,60,1963,37.721,-121.484,37.7213285,-121.4835005,1,,,Eichler,"Bay,Garden / Greenbelt,Hills",36,10/16/24,0
